"","parcela","especie","n"
"6604","36","Ficus.trigonata",0
"6605","36","Ficus.yoponensis",0
"6606","36","Garcinia.intermedia",0
"6607","36","Garcinia.madruno",0
"6608","36","Genipa.americana",1
"6609","36","Guapira.myrtiflora",2
"6610","36","Guarea.fuzzy",2
"6611","36","Guarea.grandifolia",0
"6612","36","Guarea.guidonia",10
"6613","36","Guatteria.dumetorum",8
"6614","36","Guazuma.ulmifolia",2
"6615","36","Guettarda.foliacea",2
"6616","36","Gustavia.superba",1
"6617","36","Hampea.appendiculata",1
"6618","36","Hasseltia.floribunda",1
"6619","36","Heisteria.acuminata",1
"6620","36","Heisteria.concinna",4
"6621","36","Hirtella.americana",0
"6622","36","Hirtella.triandra",24
"6623","36","Hura.crepitans",2
"6624","36","Hieronyma.alchorneoides",1
"6625","36","Inga.acuminata",0
"6626","36","Inga.cocleensis",0
"6627","36","Inga.goldmanii",2
"6628","36","Inga.laurina",0
"6629","36","Inga.semialata",3
"6630","36","Inga.nobilis",0
"6631","36","Inga.oerstediana",0
"6632","36","Inga.pezizifera",0
"6633","36","Inga.punctata",0
"6634","36","Inga.ruiziana",0
"6635","36","Inga.sapindoides",2
"6636","36","Inga.spectabilis",0
"6637","36","Inga.umbellifera",1
"6638","36","Jacaranda.copaia",3
"6639","36","Lacistema.aggregatum",1
"6640","36","Lacmellea.panamensis",1
"6641","36","Laetia.procera",0
"6642","36","Laetia.thamnia",1
"6643","36","Lafoensia.punicifolia",0
"6644","36","Licania.hypoleuca",0
"6645","36","Licania.platypus",0
"6646","36","Lindackeria.laurina",0
"6647","36","Lonchocarpus.heptaphyllus",4
"6648","36","Luehea.seemannii",2
"6649","36","Macrocnemum.roseum",0
"6650","36","Maquira.guianensis.costaricana",5
"6651","36","Margaritaria.nobilis",0
"6652","36","Marila.laxiflora",0
"6653","36","Maytenus.schippii",0
"6654","36","Miconia.affinis",0
"6655","36","Miconia.argentea",0
"6656","36","Miconia.elata",0
"6657","36","Miconia.hondurensis",0
"6658","36","Mosannona.garwoodii",0
"6659","36","Myrcia.gatunensis",0
"6660","36","Myrospermum.frutescens",0
"6661","36","Nectandra.cissiflora",0
"6662","36","Nectandra.lineata",1
"6663","36","Nectandra.purpurea",0
"6664","36","Ochroma.pyramidale",0
"6665","36","Ocotea.cernua",0
"6666","36","Ocotea.oblonga",2
"6667","36","Ocotea.puberula",0
"6668","36","Ocotea.whitei",11
"6669","36","Oenocarpus.mapora",24
"6670","36","Ormosia.amazonica",0
"6671","36","Ormosia.coccinea",0
"6672","36","Ormosia.macrocalyx",0
"6673","36","Pachira.quinata",0
"6674","36","Pachira.sessilis",0
"6675","36","Perebea.xanthochyma",1
"6676","36","Cinnamomum.triplinerve",1
"6677","36","Picramnia.latifolia",2
"6678","36","Piper.reticulatum",1
"6679","36","Platymiscium.pinnatum",0
"6680","36","Platypodium.elegans",1
"6681","36","Posoqueria.latifolia",0
"6682","36","Poulsenia.armata",14
"6683","36","Pourouma.bicolor",0
"6684","36","Pouteria.fossicola",0
"6685","36","Pouteria.reticulata",3
"6686","36","Pouteria.stipitata",1
"6687","36","Prioria.copaifera",0
"6688","36","Protium.costaricense",3
"6689","36","Protium.panamense",0
"6690","36","Protium.tenuifolium",3
"6691","36","Pseudobombax.septenatum",0
"6692","36","Psidium.friedrichsthalianum",0
"6693","36","Psychotria.grandis",0
"6694","36","Pterocarpus.rohrii",0
"6695","36","Quararibea.asterolepis",11
"6696","36","Quassia.amara",0
"6697","36","Randia.armata",2
"6698","36","Sapium.broadleaf",0
"6699","36","Sapium.glandulosum",0
"6700","36","Schizolobium.parahyba",0
"6701","36","Senna.dariensis",0
"6702","36","Simarouba.amara",9
"6703","36","Siparuna.guianensis",0
"6704","36","Siparuna.pauciflora",0
"6705","36","Sloanea.terniflora",3
"6706","36","Socratea.exorrhiza",1
"6707","36","Solanum.hayesii",1
"6708","36","Sorocea.affinis",0
"6709","36","Spachea.membranacea",0
"6710","36","Spondias.mombin",0
"6711","36","Spondias.radlkoferi",3
"6712","36","Sterculia.apetala",0
"6713","36","Swartzia.simplex.var.grandiflora",0
"6714","36","Swartzia.simplex.continentalis",3
"6715","36","Symphonia.globulifera",0
"6716","36","Handroanthus.guayacan",0
"6717","36","Tabebuia.rosea",2
"6718","36","Tabernaemontana.arborea",1
"6719","36","Tachigali.versicolor",1
"6720","36","Talisia.nervosa",0
"6721","36","Talisia.princeps",0
"6722","36","Terminalia.amazonia",0
"6723","36","Terminalia.oblonga",0
"6724","36","Tetragastris.panamensis",5
"6725","36","Tetrathylacium.johansenii",0
"6726","36","Theobroma.cacao",0
"6727","36","Thevetia.ahouai",0
"6728","36","Tocoyena.pittieri",0
"6729","36","Trattinnickia.aspera",4
"6730","36","Trema.micrantha",0
"6731","36","Trichanthera.gigantea",0
"6732","36","Trichilia.pallida",0
"6733","36","Trichilia.tuberculata",28
"6734","36","Trichospermum.galeottii",0
"6735","36","Triplaris.cumingiana",0
"6736","36","Trophis.caucana",0
"6737","36","Trophis.racemosa",0
"6738","36","Turpinia.occidentalis",2
"6739","36","Unonopsis.pittieri",9
"6740","36","Virola.multiflora",2
"6741","36","Virola.sebifera",14
"6742","36","Virola.surinamensis",5
"6743","36","Vismia.baccifera",0
"6744","36","Vochysia.ferruginea",0
"6745","36","Xylopia.macrantha",20
"6746","36","Zanthoxylum.ekmanii",2
"6747","36","Zanthoxylum.juniperinum",1
"6748","36","Zanthoxylum.panamense",0
"6749","36","Zanthoxylum.setulosum",0
"6750","36","Zuelania.guidonia",0
"6751","37","Abarema.macradenia",0
"6752","37","Vachellia.melanoceras",0
"6753","37","Acalypha.diversifolia",0
"6754","37","Acalypha.macrostachya",0
"6755","37","Adelia.triloba",2
"6756","37","Aegiphila.panamensis",0
"6757","37","Alchornea.costaricensis",4
"6758","37","Alchornea.latifolia",0
"6759","37","Alibertia.edulis",0
"6760","37","Allophylus.psilospermus",0
"6761","37","Alseis.blackiana",19
"6762","37","Amaioua.corymbosa",0
"6763","37","Anacardium.excelsum",0
"6764","37","Andira.inermis",0
"6765","37","Annona.spraguei",0
"6766","37","Apeiba.glabra",4
"6767","37","Apeiba.tibourbou",0
"6768","37","Aspidosperma.desmanthum",1
"6769","37","Astrocaryum.standleyanum",2
"6770","37","Astronium.graveolens",0
"6771","37","Attalea.butyracea",0
"6772","37","Banara.guianensis",0
"6773","37","Beilschmiedia.pendula",2
"6774","37","Brosimum.alicastrum",4
"6775","37","Brosimum.guianense",0
"6776","37","Calophyllum.longifolium",1
"6777","37","Casearia.aculeata",1
"6778","37","Casearia.arborea",1
"6779","37","Casearia.commersoniana",0
"6780","37","Casearia.guianensis",0
"6781","37","Casearia.sylvestris",1
"6782","37","Cassipourea.guianensis",2
"6783","37","Cavanillesia.platanifolia",0
"6784","37","Cecropia.insignis",10
"6785","37","Cecropia.obtusifolia",0
"6786","37","Cedrela.odorata",0
"6787","37","Ceiba.pentandra",1
"6788","37","Celtis.schippii",0
"6789","37","Cespedesia.spathulata",0
"6790","37","Chamguava.schippii",0
"6791","37","Chimarrhis.parviflora",0
"6792","37","Maclura.tinctoria",0
"6793","37","Chrysochlamys.eclipes",0
"6794","37","Chrysophyllum.argenteum",2
"6795","37","Chrysophyllum.cainito",0
"6796","37","Coccoloba.coronata",0
"6797","37","Coccoloba.manzinellensis",0
"6798","37","Colubrina.glandulosa",0
"6799","37","Cordia.alliodora",6
"6800","37","Cordia.bicolor",2
"6801","37","Cordia.lasiocalyx",13
"6802","37","Coussarea.curvigemma",0
"6803","37","Croton.billbergianus",2
"6804","37","Cupania.cinerea",0
"6805","37","Cupania.latifolia",1
"6806","37","Cupania.rufescens",0
"6807","37","Cupania.seemannii",0
"6808","37","Dendropanax.arboreus",1
"6809","37","Desmopsis.panamensis",1
"6810","37","Diospyros.artanthifolia",0
"6811","37","Dipteryx.oleifera",0
"6812","37","Drypetes.standleyi",13
"6813","37","Elaeis.oleifera",0
"6814","37","Enterolobium.schomburgkii",0
"6815","37","Erythrina.costaricensis",1
"6816","37","Erythroxylum.macrophyllum",1
"6817","37","Eugenia.florida",2
"6818","37","Eugenia.galalonensis",0
"6819","37","Eugenia.nesiotica",0
"6820","37","Eugenia.oerstediana",4
"6821","37","Faramea.occidentalis",65
"6822","37","Ficus.colubrinae",0
"6823","37","Ficus.costaricana",0
"6824","37","Ficus.insipida",0
"6825","37","Ficus.maxima",0
"6826","37","Ficus.obtusifolia",0
"6827","37","Ficus.popenoei",0
"6828","37","Ficus.tonduzii",1
"6829","37","Ficus.trigonata",0
"6830","37","Ficus.yoponensis",0
"6831","37","Garcinia.intermedia",1
"6832","37","Garcinia.madruno",0
"6833","37","Genipa.americana",0
"6834","37","Guapira.myrtiflora",1
"6835","37","Guarea.fuzzy",2
"6836","37","Guarea.grandifolia",1
"6837","37","Guarea.guidonia",24
"6838","37","Guatteria.dumetorum",5
"6839","37","Guazuma.ulmifolia",0
"6840","37","Guettarda.foliacea",0
"6841","37","Gustavia.superba",1
"6842","37","Hampea.appendiculata",1
"6843","37","Hasseltia.floribunda",3
"6844","37","Heisteria.acuminata",0
"6845","37","Heisteria.concinna",6
"6846","37","Hirtella.americana",0
"6847","37","Hirtella.triandra",7
"6848","37","Hura.crepitans",3
"6849","37","Hieronyma.alchorneoides",3
"6850","37","Inga.acuminata",3
"6851","37","Inga.cocleensis",0
"6852","37","Inga.goldmanii",2
"6853","37","Inga.laurina",0
"6854","37","Inga.semialata",2
"6855","37","Inga.nobilis",0
"6856","37","Inga.oerstediana",0
"6857","37","Inga.pezizifera",0
"6858","37","Inga.punctata",0
"6859","37","Inga.ruiziana",0
"6860","37","Inga.sapindoides",3
"6861","37","Inga.spectabilis",0
"6862","37","Inga.umbellifera",0
"6863","37","Jacaranda.copaia",2
"6864","37","Lacistema.aggregatum",0
"6865","37","Lacmellea.panamensis",0
"6866","37","Laetia.procera",0
"6867","37","Laetia.thamnia",0
"6868","37","Lafoensia.punicifolia",0
"6869","37","Licania.hypoleuca",0
"6870","37","Licania.platypus",0
"6871","37","Lindackeria.laurina",0
"6872","37","Lonchocarpus.heptaphyllus",2
"6873","37","Luehea.seemannii",2
"6874","37","Macrocnemum.roseum",2
"6875","37","Maquira.guianensis.costaricana",0
"6876","37","Margaritaria.nobilis",0
"6877","37","Marila.laxiflora",0
"6878","37","Maytenus.schippii",0
"6879","37","Miconia.affinis",0
"6880","37","Miconia.argentea",2
"6881","37","Miconia.elata",0
"6882","37","Miconia.hondurensis",0
"6883","37","Mosannona.garwoodii",0
"6884","37","Myrcia.gatunensis",0
"6885","37","Myrospermum.frutescens",0
"6886","37","Nectandra.cissiflora",0
"6887","37","Nectandra.lineata",0
"6888","37","Nectandra.purpurea",0
"6889","37","Ochroma.pyramidale",0
"6890","37","Ocotea.cernua",0
"6891","37","Ocotea.oblonga",0
"6892","37","Ocotea.puberula",0
"6893","37","Ocotea.whitei",8
"6894","37","Oenocarpus.mapora",15
"6895","37","Ormosia.amazonica",0
"6896","37","Ormosia.coccinea",0
"6897","37","Ormosia.macrocalyx",0
"6898","37","Pachira.quinata",0
"6899","37","Pachira.sessilis",0
"6900","37","Perebea.xanthochyma",0
"6901","37","Cinnamomum.triplinerve",0
"6902","37","Picramnia.latifolia",2
"6903","37","Piper.reticulatum",0
"6904","37","Platymiscium.pinnatum",2
"6905","37","Platypodium.elegans",0
"6906","37","Posoqueria.latifolia",0
"6907","37","Poulsenia.armata",6
"6908","37","Pourouma.bicolor",0
"6909","37","Pouteria.fossicola",0
"6910","37","Pouteria.reticulata",2
"6911","37","Pouteria.stipitata",0
"6912","37","Prioria.copaifera",1
"6913","37","Protium.costaricense",4
"6914","37","Protium.panamense",0
"6915","37","Protium.tenuifolium",8
"6916","37","Pseudobombax.septenatum",0
"6917","37","Psidium.friedrichsthalianum",0
"6918","37","Psychotria.grandis",0
"6919","37","Pterocarpus.rohrii",3
"6920","37","Quararibea.asterolepis",14
"6921","37","Quassia.amara",1
"6922","37","Randia.armata",2
"6923","37","Sapium.broadleaf",0
"6924","37","Sapium.glandulosum",0
"6925","37","Schizolobium.parahyba",0
"6926","37","Senna.dariensis",0
"6927","37","Simarouba.amara",6
"6928","37","Siparuna.guianensis",0
"6929","37","Siparuna.pauciflora",1
"6930","37","Sloanea.terniflora",3
"6931","37","Socratea.exorrhiza",0
"6932","37","Solanum.hayesii",0
"6933","37","Sorocea.affinis",0
"6934","37","Spachea.membranacea",0
"6935","37","Spondias.mombin",0
"6936","37","Spondias.radlkoferi",1
"6937","37","Sterculia.apetala",1
"6938","37","Swartzia.simplex.var.grandiflora",8
"6939","37","Swartzia.simplex.continentalis",3
"6940","37","Symphonia.globulifera",0
"6941","37","Handroanthus.guayacan",0
"6942","37","Tabebuia.rosea",1
"6943","37","Tabernaemontana.arborea",0
"6944","37","Tachigali.versicolor",1
"6945","37","Talisia.nervosa",0
"6946","37","Talisia.princeps",0
"6947","37","Terminalia.amazonia",0
"6948","37","Terminalia.oblonga",0
"6949","37","Tetragastris.panamensis",9
"6950","37","Tetrathylacium.johansenii",0
"6951","37","Theobroma.cacao",0
"6952","37","Thevetia.ahouai",0
"6953","37","Tocoyena.pittieri",0
"6954","37","Trattinnickia.aspera",1
"6955","37","Trema.micrantha",0
"6956","37","Trichanthera.gigantea",0
"6957","37","Trichilia.pallida",4
"6958","37","Trichilia.tuberculata",33
"6959","37","Trichospermum.galeottii",0
"6960","37","Triplaris.cumingiana",3
"6961","37","Trophis.caucana",0
"6962","37","Trophis.racemosa",0
"6963","37","Turpinia.occidentalis",5
"6964","37","Unonopsis.pittieri",8
"6965","37","Virola.multiflora",2
"6966","37","Virola.sebifera",14
"6967","37","Virola.surinamensis",4
"6968","37","Vismia.baccifera",1
"6969","37","Vochysia.ferruginea",0
"6970","37","Xylopia.macrantha",1
"6971","37","Zanthoxylum.ekmanii",5
"6972","37","Zanthoxylum.juniperinum",0
"6973","37","Zanthoxylum.panamense",4
"6974","37","Zanthoxylum.setulosum",0
"6975","37","Zuelania.guidonia",0
"6976","38","Abarema.macradenia",0
"6977","38","Vachellia.melanoceras",0
"6978","38","Acalypha.diversifolia",0
"6979","38","Acalypha.macrostachya",0
"6980","38","Adelia.triloba",6
"6981","38","Aegiphila.panamensis",0
"6982","38","Alchornea.costaricensis",2
"6983","38","Alchornea.latifolia",0
"6984","38","Alibertia.edulis",0
"6985","38","Allophylus.psilospermus",1
"6986","38","Alseis.blackiana",25
"6987","38","Amaioua.corymbosa",0
"6988","38","Anacardium.excelsum",0
"6989","38","Andira.inermis",0
"6990","38","Annona.spraguei",1
"6991","38","Apeiba.glabra",1
"6992","38","Apeiba.tibourbou",0
"6993","38","Aspidosperma.desmanthum",3
"6994","38","Astrocaryum.standleyanum",1
"6995","38","Astronium.graveolens",0
"6996","38","Attalea.butyracea",1
"6997","38","Banara.guianensis",0
"6998","38","Beilschmiedia.pendula",5
"6999","38","Brosimum.alicastrum",8
"7000","38","Brosimum.guianense",0
"7001","38","Calophyllum.longifolium",1
"7002","38","Casearia.aculeata",0
"7003","38","Casearia.arborea",2
"7004","38","Casearia.commersoniana",0
"7005","38","Casearia.guianensis",0
"7006","38","Casearia.sylvestris",0
"7007","38","Cassipourea.guianensis",2
"7008","38","Cavanillesia.platanifolia",1
"7009","38","Cecropia.insignis",6
"7010","38","Cecropia.obtusifolia",0
"7011","38","Cedrela.odorata",0
"7012","38","Ceiba.pentandra",1
"7013","38","Celtis.schippii",1
"7014","38","Cespedesia.spathulata",0
"7015","38","Chamguava.schippii",0
"7016","38","Chimarrhis.parviflora",0
"7017","38","Maclura.tinctoria",0
"7018","38","Chrysochlamys.eclipes",0
"7019","38","Chrysophyllum.argenteum",0
"7020","38","Chrysophyllum.cainito",0
"7021","38","Coccoloba.coronata",0
"7022","38","Coccoloba.manzinellensis",0
"7023","38","Colubrina.glandulosa",0
"7024","38","Cordia.alliodora",2
"7025","38","Cordia.bicolor",3
"7026","38","Cordia.lasiocalyx",8
"7027","38","Coussarea.curvigemma",0
"7028","38","Croton.billbergianus",2
"7029","38","Cupania.cinerea",0
"7030","38","Cupania.latifolia",0
"7031","38","Cupania.rufescens",0
"7032","38","Cupania.seemannii",0
"7033","38","Dendropanax.arboreus",1
"7034","38","Desmopsis.panamensis",0
"7035","38","Diospyros.artanthifolia",1
"7036","38","Dipteryx.oleifera",0
"7037","38","Drypetes.standleyi",12
"7038","38","Elaeis.oleifera",0
"7039","38","Enterolobium.schomburgkii",0
"7040","38","Erythrina.costaricensis",0
"7041","38","Erythroxylum.macrophyllum",0
"7042","38","Eugenia.florida",3
"7043","38","Eugenia.galalonensis",0
"7044","38","Eugenia.nesiotica",1
"7045","38","Eugenia.oerstediana",10
"7046","38","Faramea.occidentalis",80
"7047","38","Ficus.colubrinae",0
"7048","38","Ficus.costaricana",1
"7049","38","Ficus.insipida",0
"7050","38","Ficus.maxima",0
"7051","38","Ficus.obtusifolia",0
"7052","38","Ficus.popenoei",0
"7053","38","Ficus.tonduzii",1
"7054","38","Ficus.trigonata",0
"7055","38","Ficus.yoponensis",0
"7056","38","Garcinia.intermedia",2
"7057","38","Garcinia.madruno",0
"7058","38","Genipa.americana",0
"7059","38","Guapira.myrtiflora",5
"7060","38","Guarea.fuzzy",2
"7061","38","Guarea.grandifolia",0
"7062","38","Guarea.guidonia",12
"7063","38","Guatteria.dumetorum",3
"7064","38","Guazuma.ulmifolia",0
"7065","38","Guettarda.foliacea",2
"7066","38","Gustavia.superba",11
"7067","38","Hampea.appendiculata",0
"7068","38","Hasseltia.floribunda",2
"7069","38","Heisteria.acuminata",0
"7070","38","Heisteria.concinna",15
"7071","38","Hirtella.americana",0
"7072","38","Hirtella.triandra",3
"7073","38","Hura.crepitans",2
"7074","38","Hieronyma.alchorneoides",1
"7075","38","Inga.acuminata",0
"7076","38","Inga.cocleensis",0
"7077","38","Inga.goldmanii",0
"7078","38","Inga.laurina",0
"7079","38","Inga.semialata",3
"7080","38","Inga.nobilis",1
"7081","38","Inga.oerstediana",0
"7082","38","Inga.pezizifera",0
"7083","38","Inga.punctata",0
"7084","38","Inga.ruiziana",0
"7085","38","Inga.sapindoides",1
"7086","38","Inga.spectabilis",0
"7087","38","Inga.umbellifera",0
"7088","38","Jacaranda.copaia",1
"7089","38","Lacistema.aggregatum",0
"7090","38","Lacmellea.panamensis",3
"7091","38","Laetia.procera",0
"7092","38","Laetia.thamnia",0
"7093","38","Lafoensia.punicifolia",0
"7094","38","Licania.hypoleuca",0
"7095","38","Licania.platypus",0
"7096","38","Lindackeria.laurina",0
"7097","38","Lonchocarpus.heptaphyllus",0
"7098","38","Luehea.seemannii",2
"7099","38","Macrocnemum.roseum",0
"7100","38","Maquira.guianensis.costaricana",3
"7101","38","Margaritaria.nobilis",0
"7102","38","Marila.laxiflora",0
"7103","38","Maytenus.schippii",0
"7104","38","Miconia.affinis",0
"7105","38","Miconia.argentea",1
"7106","38","Miconia.elata",0
"7107","38","Miconia.hondurensis",0
"7108","38","Mosannona.garwoodii",0
"7109","38","Myrcia.gatunensis",0
"7110","38","Myrospermum.frutescens",0
"7111","38","Nectandra.cissiflora",0
"7112","38","Nectandra.lineata",0
"7113","38","Nectandra.purpurea",1
"7114","38","Ochroma.pyramidale",0
"7115","38","Ocotea.cernua",0
"7116","38","Ocotea.oblonga",2
"7117","38","Ocotea.puberula",0
"7118","38","Ocotea.whitei",0
"7119","38","Oenocarpus.mapora",11
"7120","38","Ormosia.amazonica",0
"7121","38","Ormosia.coccinea",0
"7122","38","Ormosia.macrocalyx",0
"7123","38","Pachira.quinata",0
"7124","38","Pachira.sessilis",0
"7125","38","Perebea.xanthochyma",0
"7126","38","Cinnamomum.triplinerve",0
"7127","38","Picramnia.latifolia",1
"7128","38","Piper.reticulatum",0
"7129","38","Platymiscium.pinnatum",1
"7130","38","Platypodium.elegans",0
"7131","38","Posoqueria.latifolia",0
"7132","38","Poulsenia.armata",1
"7133","38","Pourouma.bicolor",0
"7134","38","Pouteria.fossicola",0
"7135","38","Pouteria.reticulata",4
"7136","38","Pouteria.stipitata",0
"7137","38","Prioria.copaifera",5
"7138","38","Protium.costaricense",1
"7139","38","Protium.panamense",0
"7140","38","Protium.tenuifolium",10
"7141","38","Pseudobombax.septenatum",0
"7142","38","Psidium.friedrichsthalianum",0
"7143","38","Psychotria.grandis",0
"7144","38","Pterocarpus.rohrii",2
"7145","38","Quararibea.asterolepis",20
"7146","38","Quassia.amara",0
"7147","38","Randia.armata",8
"7148","38","Sapium.broadleaf",0
"7149","38","Sapium.glandulosum",0
"7150","38","Schizolobium.parahyba",0
"7151","38","Senna.dariensis",0
"7152","38","Simarouba.amara",3
"7153","38","Siparuna.guianensis",0
"7154","38","Siparuna.pauciflora",0
"7155","38","Sloanea.terniflora",4
"7156","38","Socratea.exorrhiza",2
"7157","38","Solanum.hayesii",0
"7158","38","Sorocea.affinis",0
"7159","38","Spachea.membranacea",0
"7160","38","Spondias.mombin",0
"7161","38","Spondias.radlkoferi",0
"7162","38","Sterculia.apetala",0
"7163","38","Swartzia.simplex.var.grandiflora",10
"7164","38","Swartzia.simplex.continentalis",2
"7165","38","Symphonia.globulifera",0
"7166","38","Handroanthus.guayacan",0
"7167","38","Tabebuia.rosea",1
"7168","38","Tabernaemontana.arborea",4
"7169","38","Tachigali.versicolor",1
"7170","38","Talisia.nervosa",0
"7171","38","Talisia.princeps",0
"7172","38","Terminalia.amazonia",0
"7173","38","Terminalia.oblonga",0
"7174","38","Tetragastris.panamensis",1
"7175","38","Tetrathylacium.johansenii",0
"7176","38","Theobroma.cacao",0
"7177","38","Thevetia.ahouai",0
"7178","38","Tocoyena.pittieri",0
"7179","38","Trattinnickia.aspera",0
"7180","38","Trema.micrantha",0
"7181","38","Trichanthera.gigantea",0
"7182","38","Trichilia.pallida",1
"7183","38","Trichilia.tuberculata",59
"7184","38","Trichospermum.galeottii",0
"7185","38","Triplaris.cumingiana",6
"7186","38","Trophis.caucana",0
"7187","38","Trophis.racemosa",0
"7188","38","Turpinia.occidentalis",0
"7189","38","Unonopsis.pittieri",2
"7190","38","Virola.multiflora",0
"7191","38","Virola.sebifera",11
"7192","38","Virola.surinamensis",0
"7193","38","Vismia.baccifera",0
"7194","38","Vochysia.ferruginea",0
"7195","38","Xylopia.macrantha",1
"7196","38","Zanthoxylum.ekmanii",2
"7197","38","Zanthoxylum.juniperinum",1
"7198","38","Zanthoxylum.panamense",1
"7199","38","Zanthoxylum.setulosum",0
"7200","38","Zuelania.guidonia",0
"7201","39","Abarema.macradenia",0
"7202","39","Vachellia.melanoceras",0
"7203","39","Acalypha.diversifolia",0
"7204","39","Acalypha.macrostachya",0
"7205","39","Adelia.triloba",9
"7206","39","Aegiphila.panamensis",0
"7207","39","Alchornea.costaricensis",3
"7208","39","Alchornea.latifolia",0
"7209","39","Alibertia.edulis",0
"7210","39","Allophylus.psilospermus",1
"7211","39","Alseis.blackiana",38
"7212","39","Amaioua.corymbosa",0
"7213","39","Anacardium.excelsum",0
"7214","39","Andira.inermis",0
"7215","39","Annona.spraguei",0
"7216","39","Apeiba.glabra",3
"7217","39","Apeiba.tibourbou",0
"7218","39","Aspidosperma.desmanthum",5
"7219","39","Astrocaryum.standleyanum",1
"7220","39","Astronium.graveolens",2
"7221","39","Attalea.butyracea",0
"7222","39","Banara.guianensis",0
"7223","39","Beilschmiedia.pendula",9
"7224","39","Brosimum.alicastrum",5
"7225","39","Brosimum.guianense",0
"7226","39","Calophyllum.longifolium",0
"7227","39","Casearia.aculeata",0
"7228","39","Casearia.arborea",2
"7229","39","Casearia.commersoniana",0
"7230","39","Casearia.guianensis",0
"7231","39","Casearia.sylvestris",3
"7232","39","Cassipourea.guianensis",0
"7233","39","Cavanillesia.platanifolia",1
"7234","39","Cecropia.insignis",4
"7235","39","Cecropia.obtusifolia",0
"7236","39","Cedrela.odorata",0
"7237","39","Ceiba.pentandra",0
"7238","39","Celtis.schippii",1
"7239","39","Cespedesia.spathulata",0
"7240","39","Chamguava.schippii",0
"7241","39","Chimarrhis.parviflora",0
"7242","39","Maclura.tinctoria",0
"7243","39","Chrysochlamys.eclipes",0
"7244","39","Chrysophyllum.argenteum",2
"7245","39","Chrysophyllum.cainito",0
"7246","39","Coccoloba.coronata",0
"7247","39","Coccoloba.manzinellensis",0
"7248","39","Colubrina.glandulosa",0
"7249","39","Cordia.alliodora",0
"7250","39","Cordia.bicolor",1
"7251","39","Cordia.lasiocalyx",8
"7252","39","Coussarea.curvigemma",0
"7253","39","Croton.billbergianus",0
"7254","39","Cupania.cinerea",0
"7255","39","Cupania.latifolia",0
"7256","39","Cupania.rufescens",0
"7257","39","Cupania.seemannii",1
"7258","39","Dendropanax.arboreus",0
"7259","39","Desmopsis.panamensis",1
"7260","39","Diospyros.artanthifolia",0
"7261","39","Dipteryx.oleifera",0
"7262","39","Drypetes.standleyi",2
"7263","39","Elaeis.oleifera",0
"7264","39","Enterolobium.schomburgkii",0
"7265","39","Erythrina.costaricensis",0
"7266","39","Erythroxylum.macrophyllum",0
"7267","39","Eugenia.florida",4
"7268","39","Eugenia.galalonensis",0
"7269","39","Eugenia.nesiotica",2
"7270","39","Eugenia.oerstediana",4
"7271","39","Faramea.occidentalis",43
"7272","39","Ficus.colubrinae",0
"7273","39","Ficus.costaricana",2
"7274","39","Ficus.insipida",0
"7275","39","Ficus.maxima",0
"7276","39","Ficus.obtusifolia",0
"7277","39","Ficus.popenoei",0
"7278","39","Ficus.tonduzii",0
"7279","39","Ficus.trigonata",0
"7280","39","Ficus.yoponensis",0
"7281","39","Garcinia.intermedia",6
"7282","39","Garcinia.madruno",0
"7283","39","Genipa.americana",1
"7284","39","Guapira.myrtiflora",3
"7285","39","Guarea.fuzzy",1
"7286","39","Guarea.grandifolia",1
"7287","39","Guarea.guidonia",9
"7288","39","Guatteria.dumetorum",1
"7289","39","Guazuma.ulmifolia",2
"7290","39","Guettarda.foliacea",2
"7291","39","Gustavia.superba",22
"7292","39","Hampea.appendiculata",0
"7293","39","Hasseltia.floribunda",2
"7294","39","Heisteria.acuminata",0
"7295","39","Heisteria.concinna",12
"7296","39","Hirtella.americana",0
"7297","39","Hirtella.triandra",3
"7298","39","Hura.crepitans",2
"7299","39","Hieronyma.alchorneoides",0
"7300","39","Inga.acuminata",0
"7301","39","Inga.cocleensis",0
"7302","39","Inga.goldmanii",0
"7303","39","Inga.laurina",0
"7304","39","Inga.semialata",4
"7305","39","Inga.nobilis",1
"7306","39","Inga.oerstediana",0
"7307","39","Inga.pezizifera",0
"7308","39","Inga.punctata",0
"7309","39","Inga.ruiziana",0
"7310","39","Inga.sapindoides",0
"7311","39","Inga.spectabilis",0
"7312","39","Inga.umbellifera",0
"7313","39","Jacaranda.copaia",1
"7314","39","Lacistema.aggregatum",2
"7315","39","Lacmellea.panamensis",1
"7316","39","Laetia.procera",0
"7317","39","Laetia.thamnia",0
"7318","39","Lafoensia.punicifolia",0
"7319","39","Licania.hypoleuca",0
"7320","39","Licania.platypus",0
"7321","39","Lindackeria.laurina",1
"7322","39","Lonchocarpus.heptaphyllus",1
"7323","39","Luehea.seemannii",2
"7324","39","Macrocnemum.roseum",0
"7325","39","Maquira.guianensis.costaricana",1
"7326","39","Margaritaria.nobilis",0
"7327","39","Marila.laxiflora",0
"7328","39","Maytenus.schippii",0
"7329","39","Miconia.affinis",1
"7330","39","Miconia.argentea",1
"7331","39","Miconia.elata",0
"7332","39","Miconia.hondurensis",0
"7333","39","Mosannona.garwoodii",0
"7334","39","Myrcia.gatunensis",0
"7335","39","Myrospermum.frutescens",0
"7336","39","Nectandra.cissiflora",0
"7337","39","Nectandra.lineata",2
"7338","39","Nectandra.purpurea",0
"7339","39","Ochroma.pyramidale",0
